"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"122672","col","","","","11.649722","65.096947","Leka","","","1","Holocene","","0.0117","0","39101"
"122674","col","","","","31.109722","70.370560","Vardo","","","1","Holocene","","0.0117","0","39101"
"122675","col","","","","30.176390","69.877220","Bokfjord","","","1","Holocene","","0.0117","0","39101"
"122677","col","","","","-20.497778","63.317780","Geirfuglasker","","","1","Holocene","","0.0117","0","39101"
"122678","col","","","","-16.200001","63.933334","Tvisker","","","1","Holocene","","0.0117","0","39101"
"122679","col","","","","-13.276000","64.595001","Hvalbakur","","","1","Holocene","","0.0117","0","39101"
"122681","col","","","","-20.900000","65.616669","Hunafloi","","","1","Holocene","","0.0117","0","39101"
"122684","col","","","","-36.166668","65.833336","Gunnbjorn Rocks","","Leif's Island","1","Holocene","","0.0117","0","39101"
"122685","col","","","","-53.337502","65.824997","Kangamiut","","","1","Holocene","","0.0117","0","39012"
"122686","col","","","","-53.433334","69.815277","Disko Island","","","1","Holocene","","0.0117","0","39012"
"122687","col","","","","-6.756111","61.700832","Stora Dimun","","","1","Holocene","","0.0117","0","39012"
"122688","col","","","","-6.843611","62.223057","Fuglo","","","1","Holocene","","0.0117","0","39012"
"122689","col","","","","-7.165278","62.163055","Vestmanna","","Streymoy","1","Holocene","","0.0117","0","39012"
"122690","col","","","","-8.586667","57.812778","St. Kilda","","","1","Holocene","","0.0117","0","39012"
"122691","col","","","","-2.962222","58.984722","Kirkwall","","","1","Holocene","","0.0117","0","39012"
"122692","col","","","","-2.893889","59.356667","Papa Westray","","Papa Westra","1","Holocene","","0.0117","0","39012"
"122693","col","","","","-3.123333","58.534443","Keiss","","","1","Holocene","","0.0117","0","39012"
"122694","col","","","","-6.211667","56.081112","Colonsay","","","1","Holocene","","0.0117","0","39012"
"122695","col","","","","-1.371667","54.960835","Whitburn Lizards","","","1","Holocene","","0.0117","0","39012"
"122696","col","","","","-4.746667","54.070000","Perwyck Bay","","","1","Holocene","","0.0117","0","39012"
"122697","col","","","","-6.434444","55.221111","Whitepark Bay","","","1","Holocene","","0.0117","0","39012"
"122698","col","","","","-7.127222","52.252220","Waterford","","","1","Holocene","","0.0117","0","39012"
"122699","col","","","","-2.184722","49.187500","St. Brelade","","","2","Holocene","","0.0117","0","39012"
"122712","col","","","Toolebuc","144.199997","-20.841667","Canary Station, Hughenden area","","Boulia","1","Late Albian","","106.3","100.5","39113"
"122802","col","","","","-0.712222","50.857498","Boxgrove","","","1","Pleistocene","","2.58","0.0117","39151"
"122805","col","","","","-5.341400","36.145599","Devil's Tower rock shelter","","","6","Late Pleistocene","","0.129","0.0117","39151"
"122806","col","","","","5.449167","43.202778","Grotte Cosquer","","Cosquer Cave","1","Pleistocene","","2.58","0.0117","39151"
"122810","col","","","","19.347221","53.921391","Dzierzgon","","","1","Pleistocene","","2.58","0.0117","39151"
"122815","col","","","","-16.333332","33.066666","Porto Santo Island","","","1","Pleistocene","","2.58","0.0117","39151"
"122819","col","","","","-3.601944","43.410831","Herrico Barra","","","1","Holocene","","0.0117","0","39151"
"122826","col","","","","-5.661944","43.545277","Gijon","","","1","Holocene","","0.0117","0","39151"
"122854","col","","","Bückeberg","9.066053","52.252357","Obernkirchen, Bückeburg","","","1","Late Berriasian","","139.1","137.05","39157"
"122898","col","","","Wessex","-1.457000","50.650002","Brook Bay (Mantell collection)","","","2","Barremian","","125.77","121.4","38003"
"122903","col","","","Hell Creek","-104.010277","46.331112","Turtle Graveyard locality","","","1","Late Maastrichtian","","72.2","66","39183"
"123112","col","","","Green River","-109.089165","40.528889","Green River","","","4","Eocene","","56","33.9","39345"
"123160","col","","","Bissekty","62.655315","42.117294","CBI-51, Dzharakuduk II","","Dzarakuduk","1","Middle Turonian","Late Turonian","93.9","89.8","39417"
"123202","col","","","Huincul","-69.025002","-39.358334","Las Campanas creek","","Villa El Chocón, Las Campanas Canyon","3","Late Cenomanian","Turonian","100.5","89.8","39430"
"123269","col","","","Winton","142.471939","-22.290556","AODL 0125, Trixie, Elderslie Station","","","1","Cenomanian","Early Turonian","100.5","89.8","88408"
"123283","col","","","Forcall","-0.839116","40.646095","La Canaleta (CT-19)","","Tastavinsaurus referred, El Castellar","1","Early Aptian","","121.4","119.57","78423"
"123284","col","","","Bajo Barreal","-69.183334","-44.766670","Estancia Laguna Palacios","","Cañadón de las Horquetas","2","Late Cenomanian","Early Turonian","100.5","89.8","39483"
"123299","col","","","Carmel","-109.236717","40.420609","Chew Road tracksites (DNM)","","Chew Ranch","2","Bajocian","","170.9","168.2","81469"
"123307","col","","","","32.599998","40.700001","Bes-Konak","","","1","Aquitanian","","23.04","20.45","39494"
"123351","col","","","Oldman","-111.393066","50.758659","Spinops type, Berry Creek","","","1","Middle Campanian","","83.6","72.2","39514"
"123400","col","","","Shar Teg","95.824997","44.119999","Shar Teg [PMPE]","","Char Teg, Shar-Teg, Polish-Mongolian Palaeontological Expedition","1","Late Jurassic","","161.5","143.1","9901"
"123408","col","","","Aliança","-37.544998","-8.558889","Macambira","","","1","Middle Jurassic","Late Jurassic","174.7","143.1","75990"
"123437","col","","","La Pedrera de Rúbies","0.890000","42.020000","La Pedrera de Rubies (IEI coll)","","La Pedrera de Meià","1","Early Barremian","","125.77","121.4","39604"
"123485","col","","","Aitym","62.658054","42.123333","CBI-117 (Shark Locality), Dzharakuduk","","CDZH-117 [in error], Aitym fauna","1","Late Turonian","Coniacian","93.9","85.7","39672"
"123488","col","","","La Colonia","-67.634171","-43.006943","Arroyo Mirasol Chico","","","1","Maastrichtian","","72.2","66","39676"
"123516","col","","","Maastricht","5.650000","50.790001","CBR-Romontbos quarry (Eben Emael), Lava Horizon","","","1","Late Maastrichtian","","72.2","66","39700"
"123520","col","","","Ignek","-148.268890","69.415283","Echooka River","","UCMP V73004","1","Coniacian","Campanian","89.8","72.2","39720"
"123526","col","","","Morrison","-108.737755","39.063725","Ute Canyon tracksite (upper)","","Colorado National Monument, COLM","3","Kimmeridgian","","154.8","149.2","39738"
"123587","col","","","Jianchuan","107.255280","38.921944","Chabu Site 15","","","2","Late Barremian","","125.77","121.4","39771"
"123590","col","","","Fruitland","-108.012802","36.314800","Split Lip Flats (NMMNH Loc. 7779)","","","1","Late Campanian","","83.6","72.2","39773"
"123753","col","","","Yixian","121.248100","41.533611","Liaoning, Yixian (general)","","","2","Late Barremian","Early Aptian","125.77","119.57","26683"
"123754","col","","","Jindong","128.410004","35.360001","Hogyeri tracksite","","Masan, Hogye-ri","4","Albian","","113.2","100.5","78331"
"123755","col","","","Los Llanos","-67.033333","-29.283331","Sanagasta dinosaur nesting site","","SGP","1","Hauterivian","Cenomanian","132.6","93.9","40521"
"123815","col","","","Whitemud","-105.747185","49.605839","kaolin quarry, between Willows and Readlyn","","","1","Late Maastrichtian","","72.2","66","59345"
"123828","col","","","Gara Sbaa","-3.870278","30.897499","Begaa, Hammada des Kem Kem [general]","","","4","Early Cenomanian","","100.5","93.9","39831"
"123853","col","","","","0.831678","41.831867","La Noguera tracksite","","","1","Late Campanian","Maastrichtian","83.6","66","55315"
"123854","col","","","Arcillas de Morella","-0.150946","40.601143","El Solanet","","","1","Late Barremian","","125.77","121.4","55385"
"123860","col","","","Wadhurst Clay","0.475833","50.841667","Bexhill","","","1","Valanginian","","137.05","132.6","39848"
"123863","col","","","Iouaridène","-6.904760","31.731670","Taghbalout tracksite 11IGR","","1Tal, Iouaridène","1","Oxfordian","Kimmeridgian","161.5","149.2","39860"
"123864","col","","","Iouaridène","-6.904760","31.731670","Taghbalout tracksite 15IGR","","Iouaridène, 8Tal","1","Oxfordian","Kimmeridgian","161.5","149.2","39860"
"123865","col","","","Iouaridène","-6.898488","31.734989","Aït Mimoun tracksite 7IGR","","Iouaridène","1","Oxfordian","Kimmeridgian","161.5","149.2","39860"
"123866","col","","","Iouaridène","-6.901039","31.734089","Aït Mimoun tracksite 8IGR","","Iouaridène, 1Am","1","Oxfordian","Kimmeridgian","161.5","149.2","39860"
"123867","col","","","Iouaridène","-6.858530","31.667459","Taghbalout tracksite 34IGR","","Iouaridène","3","Oxfordian","Kimmeridgian","161.5","149.2","39860"
"123918","col","","","","-120.324364","34.042259","Daisy Cave","","CA-SMI-261, CA-SMI-261A","73","Late Pleistocene","","0.129","0.0117","41319"
"123976","col","","","Baharîje","28.984167","28.334999","BDP 2000-19","","Jon's Birthday Site","1","Early Cenomanian","","100.5","93.9","39928"
"123980","col","","","Frenchman","-107.282219","49.063332","East Block, Grasslands National Park","","Broadavis type locality","1","Late Maastrichtian","","72.2","66","41320"
"124002","col","","","Florissant","-105.283333","38.916668","Florissant (YPM Collection)","","","1","Chadronian","","37","33.9","39939"
"124089","col","","","","-78.892776","38.476665","Melrose Caverns","","","1","Late Pleistocene","","0.129","0.0117","39880"
"124206","col","","","Patuxent","-76.983055","38.983334","Langley Park","","","1","Late Aptian","","119.57","113.2","39855"
"124207","col","","","Hell Creek","-103.651390","45.396942","Buffalo, southwest","","","1","Maastrichtian","","72.2","66","41320"
"124276","col","","","","35.580002","33.540001","Lebanese amber, Jezzine (SMNS collection)","","","1","Early Barremian","","125.77","121.4","44298"
"124319","col","","","","-79.300003","38.700001","Trout Cave","","","1","Pleistocene","","2.58","0.0117","39916"
"124320","col","","","","-83.805000","36.319443","Peter's Cave","","","1","Holocene","","0.0117","0","39993"
"124321","col","","","","-83.805000","36.319443","Roger's Hollow Cave","","","1","Holocene","","0.0117","0","39993"
"124322","col","","","","-84.227776","36.080833","Norris Dam Cave No. 2","","","1","Holocene","","0.0117","0","39993"
"124457","col","","","Brussels","4.444722","50.597778","Loupoigne","","","1","Lutetian","","48.07","41.03","40171"
"124685","col","","","Brussels","4.440556","50.608334","Vieux-Genappe","","","1","Lutetian","","48.07","41.03","40313"
"124686","col","","","Brussels","4.388889","50.832222","Etterbeek","","Etterbeck","1","Lutetian","","48.07","41.03","29875"
"124690","col","","","Monterey","-120.135696","34.946697","Tepusquet Creek","","LACM 1127; Flagstone quarry of G. Antolini & Sons","3","Middle Miocene","","15.98","11.63","40319"
"124693","col","","","Molasse Coquilliere","0.450278","43.636665","Armagnac","","","1","Middle Miocene","","15.98","11.63","12784"
"124695","col","","","","172.793884","-43.150276","Waipara River Mouth","","","1","Waiauan","","13.05","11.04","40319"
"124766","col","","","","9.532222","53.302502","Tongrube Wienerberger","","Freetz","1","Serravallian","","13.82","11.63","40371"
"124785","col","","","Iwaki","140.858612","37.109165","Iwaki, north","","","1","Rupelian","","33.9","27.3","40386"
"124786","col","","","Oi","137.183060","35.081390","Misato","","Misatomura","1","Miocene","","23.04","5.333","40386"
"124788","col","","","","136.508606","34.730278","Mie","","","1","Miocene","","23.04","5.333","40386"
"124917","col","","","","-77.164719","39.439445","Arundel Clay Facies, Potomac Group","","","1","Cretaceous","","143.1","66","40462"
