collection_no,formation,lng,lat,collection_name,n_occs,early_interval,late_interval,max_ma,min_ma
56639,,-107.455887,38.87888,Paonia coal mine hadrosaur,1,Campanian,,83.6,72.2
56641,,-108.318695,39.143036,Roadside mine dinosaur nest,1,Campanian,,83.6,72.2
56644,Fruitland/Kirtland,-108.084198,36.213001,OMNH 40-VII,1,Late Campanian,,83.6,72.2
56646,Fruitland/Kirtland,-107.768059,36.836388,OMNH 40-IX-1/2,1,Late Campanian,,83.6,72.2
56648,Fruitland,-108.174599,36.987598,"La Plata, LP-14-1",1,Late Campanian,,83.6,72.2
56650,Fruitland,-108.174599,36.987598,"La Plata, LP-14-2",1,Late Campanian,,83.6,72.2
56652,Kirtland,-108.174599,36.972301,"La Plata, LP-23-108",1,Late Campanian,,83.6,72.2
56653,Adamantina,-51.157501,-21.631945,Florida Paulista - Agrela Suburbs outcrop,1,Late Campanian,Early Maastrichtian,83.6,66.0
56654,Morrison,-106.145699,41.98,Ninemile Hill,4,Early Tithonian,,149.2,145.06
56683,Morrison,-108.650299,39.068802,"Riggs Quarry 13, Fruita (FMNH)",1,Kimmeridgian,Tithonian,154.8,143.1
56684,Morrison,-108.647003,39.076099,Holt Quarry,3,Kimmeridgian,Tithonian,154.8,143.1
56733,,44.195,41.329166,Dmanisi,1,Early Pleistocene,,2.58,0.774
56884,Tsurushi,138.27417,38.006668,Sawane,1,Middle Miocene,,15.98,11.63
56950,Haraichi,138.884995,36.318333,Annakka,1,Tortonian,,11.63,7.246
56956,Nagura,139.076385,35.990276,Chichibu,1,Burdigalian,Langhian,20.45,13.82
56962,Drzewica,20.9167,51.233299,Smilow Quarry tracksite,1,Late Pliensbachian,,192.9,184.2
56963,Przysucha,20.5833,51.333302,Zapniów Quarry tracksite,2,Late Hettangian,,201.4,199.5
56964,Skloby,21.3333,50.883301,Gromadzice 2 tracksite (upper),3,Middle Hettangian,,201.4,199.5
56965,Zagaje,21.3333,50.883301,Gromadzice 1 tracksite (lower),2,Early Hettangian,Middle Hettangian,201.4,199.5
56997,Adamantina,-51.191387,-21.59,Florida Paulista - Fazenda Nelson Tarnorches outcrop,7,Late Campanian,Early Maastrichtian,83.6,66.0
56999,Skloby,21.450001,50.849998,"Podole tracksite, Opatów",4,Middle Hettangian,,201.4,199.5
57000,Adamantina,-51.373055,-21.944166,Santo Anastácio outcrop,6,Late Campanian,Early Maastrichtian,83.6,66.0
57002,Lameta,79.283333,20.9,Rajulwari village,2,Maastrichtian,,72.2,66.0
57003,Presidente Prudente,-51.373055,-21.944166,Alfredo Marcondes outcrop (AM1),8,Late Campanian,Early Maastrichtian,83.6,66.0
57004,Lameta,79.316666,22.916668,"Akola, Umrer",1,Maastrichtian,,72.2,66.0
57005,Lameta,79.48333,20.75,"Pahmi, Umrer",1,Maastrichtian,,72.2,66.0
57006,Lameta,79.25,20.85,"Sirsapur, Umrer",1,Maastrichtian,,72.2,66.0
57008,Mahadek,91.333336,25.266666,"Dirang 1, Meghalaya",1,Maastrichtian,,72.2,66.0
57010,Carmel,-109.417221,40.578056,"western shore, Red Fleet State Park",1,Late Bajocian,Early Callovian,168.6,161.5
57011,Chinle,-109.417221,40.578056,Red Fleet North tracksite (42Un563T),1,Norian,Rhaetian,227.3,201.4
57013,Carmel,-109.417221,40.578056,Red Fleet State Park entrance,1,Late Bajocian,Early Callovian,168.6,161.5
57014,Frontier,-109.417221,40.578056,Red Fleet dam,1,Turonian,,93.9,89.8
57015,Frontier,-109.417221,40.578056,Red Fleet Lake SW,1,Turonian,,93.9,89.8
57043,Cutzamala,-100.699997,19.049999,Barranca Los Bonetes (f1),1,Santonian,,85.7,83.6
57044,Cutzamala,-100.699997,19.049999,Barranca Los Bonetes (f2),1,Santonian,,85.7,83.6
57046,Cutzamala,-100.699997,19.049999,Barranca Los Bonetes (f3),3,Santonian,,85.7,83.6
57059,Maleri,79.633301,19.0667,Nennal (ISI),1,Carnian,,237.0,227.3
57061,Shaximiao,104.783302,29.4,"Honghe Dam, Hongheba",1,Bajocian,,170.9,168.2
57062,Mahadek,91.349998,25.233334,"Dirang 2, Meghalaya",1,Maastrichtian,,72.2,66.0
57063,Chinle,-111.129166,37.996666,Brinkerhof Spring tracksite,2,Rhaetian,,205.7,201.4
57064,Chinle,-111.129166,37.996666,"Circle Cliffs 2 tracksite, GS-ENM",2,Rhaetian,,205.7,201.4
57065,Moenave,-112.12278,37.205002,"Park Wash 1 tracksite, GS-ENM",1,Rhaetian,Hettangian,205.7,199.5
57066,Wingate Sandstone,-111.309723,37.857777,"Long Canyon Pass tracksite, GS-ENM",2,Rhaetian,Hettangian,205.7,199.5
57067,Kayenta,-112.279167,37.06139,"Flag Point I tracksite, GS-ENM",3,Sinemurian,Pliensbachian,199.5,184.2
57068,Kayenta,-112.279167,37.06139,"Flag Point II tracksite, GS-ENM",2,Sinemurian,Pliensbachian,199.5,184.2
57069,Navajo Sandstone,-111.496498,37.689899,"Stokes Site, GS-ENM, tracksite",1,Pliensbachian,Toarcian,192.9,174.7
57070,Page Sandstone,-111.93222,37.047779,"West Clark Bench tracksite, GS-ENM",1,Late Bajocian,Middle Bathonian,168.6,165.3
57071,Bull Canyon,-104.150558,34.979168,"NMMNH Loc. 110, Luciano Mesa",2,Norian,,227.3,205.7
57120,Cotswold Slate,-3.247459,51.020405,Huntsman's Quarry,2,Middle Bathonian,,168.2,165.3
57121,Cotswold Slate,-1.833333,51.900002,Kineton Thorns Quarry,1,Bathonian,,168.2,165.3
57124,Forest Marble,-2.77886,50.707932,"Watton Cliff (West Cliff), Dorset",4,Late Bathonian,,168.2,165.3
57125,Forest Marble,-2.659496,50.67889,"Swyre, Dorset (UCL)",3,Late Bathonian,,168.2,165.3
57139,Forest Marble,-1.983333,51.733334,Tarlton Clay Pit,2,Late Bathonian,,168.2,165.3
57140,Cotswold Slate,-1.833333,51.900002,Eyford Hill Quarry,1,Middle Bathonian,,168.2,165.3
57141,Baños del Flaco,-70.466667,-34.783333,Termas del Flaco,5,Tithonian,,149.2,143.1
57142,Pierre Shale,-106.882103,47.654202,Hell Creek (Pierre Shale),1,Campanian,,83.6,72.2
57143,Serra de Aire,-8.58905,39.570278,Pedreira do Galinha tracksite,3,Early Bathonian,,168.2,165.3
57158,Lance,-104.5,43.233299,"Outhouse, UCMP 5710",1,Late Maastrichtian,,72.2,66.0
57159,Lance,-104.599998,43.0667,"Purple Shale Beds, UCMP V-5714",1,Late Maastrichtian,,72.2,66.0
57161,Lance,-104.566704,43.0667,"Subterfuge Quarry, UCMP V-5717",1,Late Maastrichtian,,72.2,66.0
57162,Lance,-104.583298,43.116699,"Richard I. Blowout, UCMP V-5719",2,Late Maastrichtian,,72.2,66.0
57163,Lance,-104.616699,43.266701,"Blackberry Prospect, UCMP V-5917",1,Late Maastrichtian,,72.2,66.0
57166,Lance,-104.650002,43.266701,"Fish Tooth Hill, UCMP V-5918",5,Late Maastrichtian,,72.2,66.0
57168,Lance,-104.533302,43.283298,"Savage 1, UCMP V-5922",2,Late Maastrichtian,,72.2,66.0
57169,Lance,-104.583298,43.150002,"Big Debris Blowout, UCMP V-5712",1,Late Maastrichtian,,72.2,66.0
57170,Lance,-104.599998,43.266701,"Hadrosaur site, UCMP V-5916",1,Late Maastrichtian,,72.2,66.0
57171,Woodbury,-75.038055,39.951668,"Pennsylvania RR core, Merchantville",1,Early Campanian,Middle Campanian,83.6,72.2
57178,Hongtuya,119.326942,35.956108,Longgujian Quarry (loc. 090414),2,Campanian,,83.6,72.2
57179,Lameta,74.786469,22.335367,Bagh Caves,2,Maastrichtian,,72.2,66.0
57180,Sannicandro,15.7591,41.730202,Mattinata/Manfredonia tracks (Monte Calvo),3,Kimmeridgian,Tithonian,154.8,143.1
57184,Forest Sandstone,28.4,-19.966667,Southcote Farm,1,Hettangian,Sinemurian,201.4,192.9
57185,Forest Sandstone,27.65,-19.283333,Farm Gwaai,2,Hettangian,Sinemurian,201.4,192.9
57207,Glen Rose Limestone,-99.213997,29.4888,Hondo Creek tracksite #3,1,Early Albian,,113.2,110.1
57208,Glen Rose Limestone,-98.234718,31.612499,Hall site,1,Early Albian,,113.2,110.1
57209,Glen Rose Limestone,-98.125275,31.585278,Cowhouse Creek #5,1,Early Albian,,113.2,110.1
57674,Glen Rose Limestone,-97.818604,32.248798,"Blue Hole tracksites, Dinosaur Valley State Park",3,Early Albian,,113.2,110.1
57675,Glen Rose Limestone,-97.803642,32.226532,Bowden Branch tracksite,2,Early Albian,,113.2,110.1
57676,Glen Rose Limestone,-97.81781,32.192089,Ice Creek tracksite,2,Early Albian,,113.2,110.1
57677,Glen Rose Limestone,-97.693916,32.212368,Rock Creek tracksite,2,Early Albian,,113.2,110.1
57678,Glen Rose Limestone,-97.832253,32.246532,Lanham Mill Cemetery tracksite,2,Early Albian,,113.2,110.1
57679,Glen Rose Limestone,-97.799477,32.22681,Barker Branch tracksite,2,Early Albian,,113.2,110.1
57680,Glen Rose Limestone,-97.845863,32.252644,Cedar Brake Camp tracksite,2,Early Albian,,113.2,110.1
57681,Glen Rose Limestone,-97.739754,32.24292,Wheeler Branch tracksite,2,Early Albian,,113.2,110.1
57682,Painten,11.983056,49.024723,"Compsognathus type, Kapfelberg (BSP)",1,Late Kimmeridgian,,152.21,149.2
57684,Chinle,-109.82222,34.830555,"Flattops West, PFV 71",1,Norian,,227.3,205.7
57685,Chinle,-109.834099,35.110901,"Giving Site, PFV 231",2,Norian,,227.3,205.7
57686,Chinle,-109.807503,35.125,"Bowman Locality, PFV 89",1,Norian,,227.3,205.7
57687,Chinle,-109.807503,35.125,"Jeremiah's Perch, PFV 278",1,Norian,,227.3,205.7
57700,Calvert,-77.514442,37.927223,Carmel Church Quarry,6,Serravallian,,13.82,11.63
57706,Acredale,-76.17028,36.791668,"Sample# 17b - Kempsville Mbr, Acredale Fm",7,Late Pleistocene,,0.129,0.0117
57734,,28.8575,47.055557,Chisinau,1,Sarmatian,,12.8,11.63
57764,Lance,-105.53389,42.966667,"hadrosaur ""mummy"" (AMNH)",1,Late Maastrichtian,,72.2,66.0
57765,Hell Creek,-106.757843,47.574532,"Cook Ranch, Crooked Creek (AMNH)",1,Maastrichtian,,72.2,66.0
57766,Tzeliuching,104.366699,29.483299,Maanshan,1,Early Cretaceous,,143.1,100.5
57768,,108.085457,30.021666,Shihchu,1,Cretaceous,,143.1,66.0
57769,,107.985802,39.0933,"Ikeshaomeng, Ordos Basin",1,Cretaceous,,143.1,66.0
57770,Xiangtang,102.819702,36.3358,"Shangyenkou, Haishihwan (IVPP)",1,Late Jurassic,,161.5,143.1
57771,Shaximiao,107.25,30.0,Moutzenhan (IVPP),1,Bathonian,Callovian,168.2,161.5
57772,,106.599998,30.4667,"Shihtikan, Kuangan (IVPP)",1,Late Jurassic,,161.5,143.1
57773,,104.966698,28.866699,"Hsien-ling-hsiang, Nanchi (IVPP)",1,Late Jurassic,,161.5,143.1
57774,Shishugou,89.466698,44.016701,"Lamalishan, Chitai (IVPP)",1,Oxfordian,,161.5,154.8
57893,Morrison,-106.390556,42.035831,Freezeout Hills Quarry 4,1,Kimmeridgian,Tithonian,154.8,143.1
57894,Morrison,-106.390556,42.035831,Freezeout Hills Quarry 6 (FMNH),6,Kimmeridgian,Tithonian,154.8,143.1
57895,Morrison,-106.390556,42.035831,Freezeout Hills Quarry L,1,Kimmeridgian,Tithonian,154.8,143.1
57896,Morrison,-106.390556,42.035831,Freezeout Hills Quarry O,2,Kimmeridgian,Tithonian,154.8,143.1
57897,Morrison,-105.916199,42.152302,"Carnegie Quarry D, Sheep Creek",2,Kimmeridgian,Tithonian,154.8,143.1
57898,Morrison,-105.886398,42.146099,"Carnegie Quarry F, Sheep Creek",1,Kimmeridgian,Tithonian,154.8,143.1
57899,Morrison,-105.886398,42.146099,"Carnegie Quarry G, Sheep Creek",1,Kimmeridgian,Tithonian,154.8,143.1
57900,Morrison,-105.908424,42.149494,"Carnegie Quarry J, Sheep Creek",2,Kimmeridgian,Tithonian,154.8,143.1
57901,Morrison,-105.908501,42.152802,"Carnegie Quarry K, Sheep Creek",1,Kimmeridgian,Tithonian,154.8,143.1
57902,Morrison,-105.908424,42.149494,"Carnegie Quarry 4, Sheep Creek",1,Kimmeridgian,Tithonian,154.8,143.1
57903,Morrison,-105.963402,41.9077,Quarry R (AMNH),4,Kimmeridgian,,154.8,149.2
57904,Morrison,-103.344597,44.184399,Wonderland North (SDSM V951),1,Kimmeridgian,Tithonian,154.8,143.1
57905,Morrison,-103.377998,44.23307,"Hatch Ranch, Piedmont Butte",3,Kimmeridgian,Tithonian,154.8,143.1
57909,San Mateo,-117.366669,33.200001,Lawrence Canyon 1,1,Hemphillian,,9.4,4.7
57910,Morrison,-107.597702,34.936798,Acoma Site,1,Kimmeridgian,Tithonian,154.8,143.1
57911,,114.337799,26.703611,Tiekuling (Loc. 16611),2,Late Jurassic,Early Cretaceous,161.5,100.5
57912,Kattendijk,4.27,51.263802,"First Channel Dock, Kallo",6,Zanclean,,5.333,3.6
57913,Morrison,-109.1651,40.504601,"DNM 96, Rainbow Park microsite",8,Tithonian,,149.2,143.1
57914,Hell Creek,-107.0,47.599998,"Brownie Butte, Hell Creek",1,Maastrichtian,,72.2,66.0
57915,Navesink,-74.222504,40.313057,Big Brook (Navesink),3,Maastrichtian,,72.2,66.0
57916,Mount Laurel,-74.27417,40.259998,Big Brook (Wenonah/Mt. Laurel),3,Late Campanian,Early Maastrichtian,83.6,66.0
57917,Stockton,-73.909164,41.140568,Nyack Beach State Park tracksite,2,Norian,,227.3,205.7
57918,Tar Heel,-78.497307,34.571682,Phoebus Landing (Tar Heel),7,Early Campanian,Middle Campanian,83.6,72.2
57919,Hell Creek,-100.630096,46.086899,Fort Yates area,3,Late Maastrichtian,,72.2,66.0
57948,Lossiemouth Sandstone,-3.291667,57.71722,"Lossiemouth West & East Quarries, Elgin",1,Carnian,Norian,237.0,205.7
57949,,-3.250398,51.393559,"Bendrick Rock tracksite, Barry",6,Norian,,227.3,205.7
57952,,-3.72243,51.497223,"Scorlon Quarry, Newton Nottage",1,Late Triassic,,237.0,201.4
57958,Westbury,-2.629478,51.60265,"Rhaetic Bone Bed, Aust Cliff",1,Rhaetian,,205.7,201.4
57975,,-2.489664,51.598282,"Tytherington Quarry, fissure 6b",1,Carnian,,237.0,227.3
58089,,-80.811386,27.830278,Tucker Borrow Pit,4,Irvingtonian,,1.4,0.21
58094,Wadhurst Clay,0.605132,50.936321,"Hare Farm Lane, Brede",3,Early Valanginian,,137.05,132.6
58095,Faringdon Sand,-1.57938,51.646744,"Wicklesham Pit, Faringdon",1,Late Aptian,,119.57,113.2
58098,Takli,68.516701,23.6667,"Dayapur, Kachchh",2,Late Maastrichtian,,72.2,66.0
58099,,3.8151,43.821602,Pont de Januc,1,Maastrichtian,,72.2,66.0
58100,,79.191666,19.45389,Asifabad A (Ada),2,Maastrichtian,,72.2,66.0
58101,,79.151108,19.415833,Asifabad B (Kotari),1,Maastrichtian,,72.2,66.0
58102,Takli,79.099998,21.15,Takli 1,3,Late Maastrichtian,,72.2,66.0
58105,Baruungoyot,109.116699,43.516701,"Khermin Tsav, northern slope [RMPE]",4,Middle Campanian,Late Campanian,83.6,72.2
58106,Chinle,-106.473099,36.331699,"Ghost Ranch, southeast of quarry",1,Norian,,227.3,205.7
58155,,-3.5771,51.5065,"Stormy Down, Bridgend",1,Rhaetian,,205.7,201.4
58156,Judith River,-108.947662,47.772209,Cow Island,2,Middle Campanian,Late Campanian,83.6,72.2
58157,Frenchman,-110.549721,49.0,Milk River,2,Late Maastrichtian,,72.2,66.0
58158,Bissekty,62.655315,42.117294,"CDZh-16, Dzharakuduk II",10,Middle Turonian,Late Turonian,93.9,89.8
58159,Bissekty,62.655315,42.117294,"CDZh-14a, Dzharakuduk II",4,Middle Turonian,Late Turonian,93.9,89.8
58160,Bissekty,62.655315,42.117294,"CDZh-23, Dzharakuduk II",1,Middle Turonian,Late Turonian,93.9,89.8
58161,Bissekty,62.655315,42.117294,"CDZh-17, Dzharakuduk II",9,Middle Turonian,Late Turonian,93.9,89.8
58162,Bissekty,62.655315,42.117294,"CDZh-24, Dzharakuduk II",2,Middle Turonian,Late Turonian,93.9,89.8
58163,Bissekty,62.655315,42.117294,"CDZh-14, Dzharakuduk II",2,Middle Turonian,Late Turonian,93.9,89.8
58164,Bissekty,72.599998,40.700001,"CDZh-17g, Dzharakuduk II",6,Middle Turonian,Late Turonian,93.9,89.8
58165,Bissekty,62.655315,42.117294,"CBI-4, Dzharakuduk II",9,Middle Turonian,Late Turonian,93.9,89.8
58166,Bissekty,62.655315,42.117294,"CBI-5a, Dzharakuduk II",17,Middle Turonian,Late Turonian,93.9,89.8
58167,Bissekty,62.655315,42.117294,"CBI-28, Dzharakuduk II",9,Middle Turonian,Late Turonian,93.9,89.8
58168,Bissekty,62.655315,42.117294,"CBI-14, Dzharakuduk II",27,Middle Turonian,Late Turonian,93.9,89.8
58169,Bissekty,62.655315,42.117294,"CBI-23, Dzharakuduk II",2,Middle Turonian,Late Turonian,93.9,89.8
58170,Bissekty,62.655315,42.117294,"CBI-24, Dzharakuduk II",1,Middle Turonian,Late Turonian,93.9,89.8
58172,Bissekty,62.655315,42.117294,"CBI-16, Dzharakuduk II",2,Middle Turonian,Late Turonian,93.9,89.8
58173,Bissekty,62.655315,42.117294,"CBI-5, Dzharakuduk II",7,Middle Turonian,Late Turonian,93.9,89.8
58174,Bissekty,62.655315,42.117294,"CBI-17, Dzharakuduk II",4,Middle Turonian,Late Turonian,93.9,89.8
58175,Bissekty,62.655315,42.117294,"CBI-27, Dzharakuduk II",4,Middle Turonian,Late Turonian,93.9,89.8
58176,Bissekty,62.655315,42.117294,"CBI-40, Dzharakuduk II",2,Middle Turonian,Late Turonian,93.9,89.8
58177,Bissekty,62.655315,42.117294,"CBI-1, Dzharakuduk II",1,Middle Turonian,Late Turonian,93.9,89.8
58178,Bissekty,62.655315,42.117294,"CBI-19, Dzharakuduk II",1,Middle Turonian,Late Turonian,93.9,89.8
58179,Bissekty,62.655315,42.117294,"CBI-4v, Dzharakuduk II",5,Middle Turonian,Late Turonian,93.9,89.8
58180,Koktui,77.178299,42.139198,"Zaichenko, Kadzhisai",1,Early Jurassic,,201.4,174.7
58181,Dzhil,77.178299,42.139198,Kadzhisai,1,Early Jurassic,,201.4,174.7
58182,Balabansai,73.199997,41.033298,"Sarybulak, Kokyangak",1,Late Bathonian,,168.2,165.3
58183,Balabansai,73.416672,41.716671,Nichke I,1,Late Bathonian,,168.2,165.3
58184,Balabansai,70.900002,40.233055,Kamyshbashi,3,Callovian,,165.3,161.5
58185,Balabansai,72.209999,41.345798,"Locality FTA 1L(b), Sarykamyshsay, Naryn River, Fergana, near Tashkumyr",2,Callovian,,165.3,161.5
58186,Balabansai,72.209999,41.345798,"Locality FTA-1L, Sarykamyshsay, Naryn River, Fergana, near Tashkumyr",2,Callovian,,165.3,161.5
58187,Balabansai,73.492775,40.896667,"Changet I, Fergana",3,Late Bathonian,,168.2,165.3
58188,Balabansai,72.209999,41.345798,"FBH-6, Uurusai",1,Callovian,,165.3,161.5
58189,Balabansai,72.209999,41.345798,"FBH-7a, Uurusai",2,Callovian,,165.3,161.5
58190,Balabansai,72.174202,41.400902,"FBH-23, Dzhiddasai I",1,Callovian,,165.3,161.5
58191,Tupolang,70.099998,39.083302,Khodzha-Karshavar,1,Late Jurassic,,161.5,143.1
58192,,69.900002,42.200001,"Lenger, Tashkent",1,Late Jurassic,,161.5,143.1
58193,Kanarai,94.32,57.82,"Taseeva, Siberia",1,Late Jurassic,Early Cretaceous,161.5,100.5
58194,Khodzhiabad,73.485832,40.896667,"Changet II, Fergana (Upper)",2,Late Barremian,Aptian,125.77,113.2
58195,Tyulek,73.485832,40.896667,"Changet II, Fergana (Lower)",1,Late Barremian,Aptian,125.77,113.2
58196,Murtoi,106.274719,51.195557,"Mogoito, Promoina Klevenskogo",12,Valanginian,,137.05,132.6
58197,Murtoi,106.300003,51.216702,Atsai,1,Valanginian,,137.05,132.6
58198,,106.5,51.283298,"Burul, Gusinoozerskaya NW",1,Early Cretaceous,,143.1,100.5
58199,Khilok,107.915276,50.675835,"Krasnyi Yar, Khilok River",5,Aptian,,121.4,113.2
58200,,116.25,51.9333,Arbagar anticline,1,Early Cretaceous,,143.1,100.5
58201,,111.75,53.166698,Zaza River,1,Early Cretaceous,,143.1,100.5
58202,,56.325279,48.688332,Shubar-Zhilan,1,Aptian,,121.4,113.2
58204,Xert,0.059722,40.706944,"Arsis-1, Peñarroya de Tastavins",1,Early Aptian,,121.4,119.57
58205,,58.144199,48.826401,Teleumbet,1,Early Aptian,,121.4,119.57
58206,Zhirkindek,64.151436,46.222538,"TUL-7, Tyulkeli",1,Late Turonian,Coniacian,93.9,85.7
58207,Zhirkindek,64.151436,46.222538,"TUL-5, Tyulkeli",3,Late Turonian,Coniacian,93.9,85.7
58208,Khodzhakul,65.800003,40.099998,"SH-20, Khodzhakul",12,Early Cenomanian,,100.5,93.9
58416,,1.616667,44.783333,"La Balme, Departement Lot, Midi-Pyrénées, Southern France",1,Late Bajocian,Early Bathonian,168.6,165.3
58419,Cromer Forest Bed,1.344722,52.918056,Overstrand,1,Middle Pleistocene,,0.774,0.129
58420,Cromer Forest Bed,1.266111,52.93639,East Runton,4,Early Pleistocene,,2.58,0.774
58443,,116.033302,27.733299,"Shangang, Chongren (IVPP)",1,Maastrichtian,,72.2,66.0
58445,Tangshang,119.344398,29.02417,"Zhongdai, Tangxi (IVPP)",1,Santonian,,85.7,83.6
58446,,112.337502,26.4711,"Shexing, Hunan theropod site",1,Cretaceous,,143.1,66.0
58447,Xinlong,107.983101,22.342501,Napai ornithopod site [PROXY],1,Aptian,,121.4,113.2
58448,Yuanpu,114.863602,23.484699,"Dapingcun, IVPP Loc. 74015",1,Maastrichtian,,72.2,66.0
58452,,-79.907219,32.813332,State Ports Authority Terminal,1,Early Miocene,,23.04,15.98
58453,,-80.106941,32.877499,Magnolia Phosphate Mine,1,Early Miocene,,23.04,15.98
58463,Khodzhaosman,75.458611,41.78278,"Karaungun-Karakuldzha region, Fergana",1,Aptian,,121.4,113.2
58464,Khodzhaosman,73.133331,40.783333,Kampyr-Ravat (lower),1,Aptian,,121.4,113.2
58465,Sultanbobin,72.980553,41.848331,"Karakul, Karakulpakistan",1,Late Aptian,,119.57,113.2
58466,Khodzhakul,65.800003,40.099998,Khodzhakul I,1,Early Cenomanian,,100.5,93.9
58467,Chanak,69.041702,41.980598,"Chanak, Tashkent Chul'",1,Albian,,113.2,100.5
58468,Alamyshik,72.695,40.398102,"Iski-Naukat, Osh",1,Early Albian,Middle Albian,113.2,106.3
58469,Tokubai,72.398888,40.068333,"Abshir River, Osh",1,Early Cenomanian,,100.5,93.9
58470,Kurshab,73.160004,40.72139,Kurshab,1,Cenomanian,,100.5,93.9
58471,,62.594891,42.098171,Itemir I,1,Late Albian,Cenomanian,106.3,93.9
58472,,62.594891,42.098171,Itemir well,1,Cenomanian,,100.5,93.9
58473,,62.549999,42.150002,Borteskent well,1,Cenomanian,,100.5,93.9
58474,,62.633331,42.150002,Argabai well,1,Cenomanian,,100.5,93.9
58475,Dzharakuduk,62.603409,42.099003,Dzharakuduk well,1,Cenomanian,,100.5,93.9
58476,Khodzhakul,71.833336,40.599998,Karatepa,2,Early Cenomanian,,100.5,93.9
58477,,60.187222,42.285,Kipchak,1,Albian,Cenomanian,113.2,93.9
58478,,66.683334,38.966667,Chumyshkul,1,Albian,Cenomanian,113.2,93.9
58479,Khodzhakul,67.0,40.099998,Karachadalysai,1,Early Cenomanian,,100.5,93.9
58480,Khodzhakul,61.0667,41.833302,Kyrkkyz,2,Early Cenomanian,,100.5,93.9
58481,Khodzhakul,61.066666,41.966667,Kulkala,1,Early Cenomanian,,100.5,93.9
58482,,72.573891,40.303612,Aravan I,1,Cenomanian,,100.5,93.9
58483,Sharikhan,73.903336,40.391945,Kylodzhun 2,1,Cenomanian,,100.5,93.9
58484,Sharikhan,73.503059,40.302502,Gulcha,2,Cenomanian,,100.5,93.9
58485,Sharikhan,73.456665,40.176109,"Fedorov, Sufikurgan",2,Cenomanian,,100.5,93.9
58486,Sharikhan,73.486946,40.895832,Changet III,2,Cenomanian,,100.5,93.9
58487,Sharikhan,73.279999,41.259724,Kara-Alma,1,Cenomanian,,100.5,93.9
58489,Shishugou,88.9217,45.171223,"TBB2002, Wucaiwan",3,Oxfordian,,161.5,154.8
58490,Khodzhakul,65.800003,40.099998,"SH-5, Khodzhakulsai ravine",6,Early Cenomanian,,100.5,93.9
58491,Yalovach,70.633301,40.116699,"Kyzylpilyal I, FIS-2",7,Early Santonian,,85.7,83.6
58497,Takatika Grit,-176.667007,-43.75,"NW Chatham, NPB",2,Maastrichtian,Danian,72.2,61.66
58498,Takatika Grit,-176.667007,-43.75,"NW Chatham, Greensand II",3,Maastrichtian,Danian,72.2,61.66
58507,Morrison,-104.240555,44.021111,Bobcat Pit,7,Kimmeridgian,Tithonian,154.8,143.1
58508,Morrison,-109.207924,44.839115,Paint Creek,1,Kimmeridgian,Tithonian,154.8,143.1
58509,Morrison,-106.780556,43.649166,Red Fork Powder River Quarry B,10,Kimmeridgian,Tithonian,154.8,143.1
58510,Morrison,-106.778,44.087002,Poison Creek Quarry (MSM),10,Kimmeridgian,,154.8,149.2
58511,Morrison,-104.612999,44.677502,"SDSM V923, Blacktail Creek",1,Kimmeridgian,Tithonian,154.8,143.1
58512,Morrison,-106.3153,42.181629,Dyer Ranch Quarry 1,1,Kimmeridgian,Tithonian,154.8,143.1
58513,Morrison,-106.3153,42.181629,Dyer Ranch Quarry 2,1,Kimmeridgian,Tithonian,154.8,143.1
58514,Morrison,-110.813889,38.25222,Hanksville-Burpee Quarry,9,Kimmeridgian,Tithonian,154.8,143.1
58515,Morrison,-109.524025,40.456348,"Utah Field House Quarry, DNM",1,Kimmeridgian,,154.8,149.2
58516,Morrison,-109.741203,38.710346,Mill Canyon Quarry (BYU),5,Kimmeridgian,Tithonian,154.8,143.1
58517,Morrison,-109.935837,38.924442,Floy Junction,2,Kimmeridgian,Tithonian,154.8,143.1
58518,Morrison,-109.320557,38.970001,Cisco sauropod site,1,Kimmeridgian,Tithonian,154.8,143.1
58519,,-5.2,30.033333,Keneg ed Dal,1,Early Cenomanian,,100.5,93.9
